Stuttgart, 48.778611, 9.179444
Munich, 48.133333, 11.566667
Berlin, 52.516667, 13.383333
Potsdam, 52.4, 13.066667
Bremen, 53.075833, 8.8075
Hamburg, 53.565278, 10.001389
Wiesbaden, 50.0821, 8.2414
Hannover, 52.366667, 9.716667
Schwerin, 53.633333, 11.416667
Duesseldorf, 51.233333, 6.783333
Mainz, 50, 8.271111
Saarbruecken, 49.233333, 7
Dresden, 51.033333, 13.733333
Magdeburg, 52.133333, 11.616667
Kiel, 54.325278, 10.140556
Erfurt, 50.983333, 11.033333
