6.623942,47.000067
9.886043,47.000067
11.515333,47.000067
11.575178,47.000067
11.575178,47.000067
11.653503,47.000067
11.845357,47.000067
11.845357,47.000067
11.467223,47.000067
12.127564,47.000067
7.000022,47.499063
6.992395,47.497009
6.985061,47.489969
6.984475,47.483809
6.992395,47.475595
6.994742,47.470314	
6.995329,47.460047
6.992982,47.455353
6.974207,47.448019
6.965113,47.438632
6.955433,47.435405
6.943992,47.434232
6.939591,47.428071
6.936951,47.416924
6.934604,47.414284
6.92287,47.410177
6.917883,47.40695
6.914656,47.401963
6.915536,47.399029
6.913483,47.395215
6.882387,47.36852
6.880334,47.362653
6.882094,47.360013
6.886201,47.35884
6.907616,47.360013
6.921697,47.363533
6.931378,47.36412
6.962473,47.36148
6.978608,47.364413
6.994742,47.369987
7.000022,47.371454
7.000022,47.371454
7.000022,47.301929
6.998556,47.300755
6.983888,47.296355
6.952792,47.291075
6.949566,47.288728
6.946632,47.284328
6.951032,47.270247
6.948392,47.263206
6.949566,47.250885
6.946925,47.242965
6.902922,47.22067
6.892068,47.212162
6.880627,47.198961
6.874467,47.187521
6.86772,47.183707
6.848652,47.17872
6.846598,47.176373
6.846305,47.172853
6.853345,47.171386
6.855399,47.168746
6.855692,47.166106
6.845718,47.156425
6.82753,47.147331
6.82313,47.143811
6.802008,47.132077
6.769739,47.123276
6.756538,47.116529
6.750671,47.110662
6.749791,47.105381
6.755072,47.097461
6.753605,47.094234
6.739817,47.090127
6.708722,47.085727
6.696107,47.069592
6.683493,47.062845
6.68144,47.059911
6.692294,47.047884
6.691707,47.042604
6.686133,47.039083
6.666479,47.033803
6.662372,47.032043
6.640663,47.009161
6.63509,47.004761
6.623942,47.000067
8.000068,47.555974
7.98452,47.560081
7.973372,47.559494
7.949317,47.55216
7.94433,47.55128
7.927902,47.553334
7.923795,47.555387
7.919395,47.560081
7.916755,47.572402
7.903261,47.586483
7.899447,47.588536
7.89182,47.589709
7.875979,47.587069
7.857204,47.585896
7.832562,47.586189
7.827869,47.585309
7.822295,47.582376
7.814668,47.575628
7.80704,47.565361
7.79648,47.558907
7.780052,47.55392
7.741329,47.546293
7.720794,47.540133
7.7029,47.537199
7.682365,47.538079
7.670044,47.540719
7.66271,47.544533
7.645109,47.560667
7.642469,47.565361
7.644229,47.571815
7.668577,47.576215
7.676498,47.580029
7.679725,47.582669
7.680311,47.585602
7.669751,47.592056
7.667697,47.594403
7.675031,47.603204
7.673858,47.608777
7.669751,47.610831
7.659483,47.611418
7.652443,47.607017
7.645695,47.59851
7.635135,47.590003
7.625747,47.587656
7.619587,47.582376
7.604039,47.580029
7.590838,47.582669
7.000022,47.371454
7.00501,47.372627
7.022317,47.374094
7.036105,47.370867
7.046372,47.35972
7.044906,47.352679
7.049893,47.347985
7.050186,47.339478
7.046959,47.334491
7.043146,47.330971
7.024371,47.324224
7.013517,47.316597
7.00501,47.305156
7.000022,47.301929
7.622227,47.97547
7.62252,47.991018
7.62164,47.996005
7.619587,48.000112
7.590838,47.582669
7.591718,47.589416
7.590838,47.60115
7.586731,47.612298
7.573824,47.626965
7.532461,47.663635
7.5263,47.672435
7.520433,47.693557
7.519846,47.700597
7.52278,47.716145
7.543315,47.729053
7.544782,47.731693
7.543315,47.748121
7.540088,47.762789
7.533927,47.776283
7.533927,47.78567
7.539501,47.800631
7.548008,47.815299
7.555636,47.823513
7.563263,47.841994
7.56561,47.854608
7.563556,47.87573
7.559156,47.883357
7.560916,47.888931
7.580277,47.903892
7.586145,47.913279
7.587318,47.933227
7.590545,47.939388
7.595825,47.945548
7.612253,47.957283
7.618414,47.96403
7.622227,47.97547
7.590838,47.582669
7.578517,47.585016
7.56649,47.585602
7.558863,47.584136
7.552409,47.581202
7.544195,47.573575
7.538621,47.565361
7.5175,47.550107
7.511339,47.541893
7.508699,47.533679
7.508992,47.528105
7.51662,47.516371
7.518673,47.508744
7.518086,47.505517
7.512806,47.49789
7.496965,47.488796
7.490511,47.487035
7.48083,47.486449
7.466163,47.492022
7.450908,47.50053
7.443281,47.501703
7.438881,47.500823
7.433894,47.496716
7.431253,47.487622
7.43272,47.484982
7.445628,47.484395
7.449148,47.483222
7.452962,47.477941
7.452375,47.475301
7.447095,47.470314
7.433014,47.463274
7.420106,47.451833
7.397811,47.439219
7.38989,47.437165
7.379623,47.436872
7.342074,47.440099
7.325059,47.440392
7.299831,47.438339
7.281936,47.433352
7.262575,47.425431
7.252014,47.425724
7.238813,47.435698
7.225905,47.438339
7.199797,47.440685
7.185129,47.444499
7.182782,47.448313
7.182196,47.4533
7.184836,47.464154
7.19481,47.486449
7.192756,47.489382
7.175155,47.487622
7.166061,47.489089
7.1467,47.502877
7.127632,47.504637
7.118244,47.503757
7.105337,47.498183
7.088616,47.494956
7.077761,47.494663
7.046372,47.499356
7.005303,47.500236
7.000022,47.499063
9.000113,47.677422
8.972244,47.671262
8.958456,47.665982
8.929121,47.657474
8.918854,47.655714
8.90888,47.656594
8.898025,47.659821
8.890985,47.663928
8.87221,47.679769
8.863116,47.691503
8.863116,47.694144
8.865463,47.697077
8.876317,47.696784
8.881011,47.697664
8.885998,47.701477
8.885998,47.704998
8.883358,47.707051
8.871917,47.710571
8.858423,47.711745
8.837301,47.715265
8.8285,47.717612
8.817353,47.729053
8.814126,47.73052
8.805325,47.73052
8.791538,47.726119
8.785084,47.721132
8.783911,47.717905
8.784791,47.712625
8.789778,47.708225
8.793885,47.707051
8.801512,47.702944
8.805619,47.697371
8.806499,47.69473
8.802099,47.683583
8.796818,47.680063
8.788017,47.679476
8.780097,47.68329
8.758095,47.68769
8.714679,47.690917
8.68593,47.688863
